country,country_code_2_digit,country_code_3_digit,population,reported_date,hospital_occupancy_count,icu_occupancy_count,source
Slovakia,SK,SVK,5450421,2020-10-07,340.0,,JRC
Slovenia,SI,SVN,2080908,2020-10-07,122.0,22.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-07,3729.0,,Country_Website
Austria,AT,AUT,8858775,2020-10-06,498.0,101.0,Country_Website
Belgium,BE,BEL,11455519,2020-10-06,952.0,189.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-06,930.0,59.0,External_Github
Croatia,HR,HRV,4076246,2020-10-06,334.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-06,1563.0,354.0,Country_Website
Denmark,DK,DNK,5806081,2020-10-06,124.0,15.0,Country_Website
Estonia,EE,EST,1324820,2020-10-06,39.0,5.0,Country_API
France,FR,FRA,67012883,2020-10-06,7377.0,1417.0,Country_Website
Hungary,HU,HUN,9772756,2020-10-06,627.0,37.0,JRC
Ireland,IE,IRL,4904240,2020-10-06,150.0,24.0,Country_Website
Italy,IT,ITA,60359546,2020-10-06,3944.0,319.0,Country_Github
Latvia,LV,LVA,1919968,2020-10-06,32.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-06,21.0,2.0,Country_Website
Netherlands,NL,NLD,17282163,2020-10-06,,238.0,Other Website
Norway,NO,NOR,5328212,2020-10-06,22.0,,Country_API
Poland,PL,POL,37972812,2020-10-06,3719.0,,Country_Website
Portugal,PT,PRT,10276617,2020-10-06,732.0,104.0,Country_Website
Romania,RO,ROU,19414458,2020-10-06,,608.0,Country_Website
Slovakia,SK,SVK,5450421,2020-10-06,311.0,,JRC
Slovenia,SI,SVN,2080908,2020-10-06,111.0,20.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-06,3480.0,,Country_Website
Austria,AT,AUT,8858775,2020-10-05,488.0,101.0,Country_Website
Belgium,BE,BEL,11455519,2020-10-05,937.0,195.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-05,917.0,56.0,External_Github
Croatia,HR,HRV,4076246,2020-10-05,326.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-05,1387.0,326.0,Country_Website
Denmark,DK,DNK,5806081,2020-10-05,120.0,17.0,Country_Website
Estonia,EE,EST,1324820,2020-10-05,40.0,5.0,Country_API
Finland,FI,FIN,5517919,2020-10-05,28.0,8.0,External_Github
France,FR,FRA,67012883,2020-10-05,7276.0,1409.0,Country_Website
Hungary,HU,HUN,9772756,2020-10-05,649.0,40.0,JRC
Ireland,IE,IRL,4904240,2020-10-05,150.0,23.0,Country_Website
Italy,IT,ITA,60359546,2020-10-05,3810.0,323.0,Country_Github
Latvia,LV,LVA,1919968,2020-10-05,28.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-05,22.0,1.0,Country_Website
Netherlands,NL,NLD,17282163,2020-10-05,,217.0,Other Website
Norway,NO,NOR,5328212,2020-10-05,25.0,,Country_API
Poland,PL,POL,37972812,2020-10-05,3158.0,,Country_Website
Portugal,PT,PRT,10276617,2020-10-05,701.0,106.0,Country_Website
Romania,RO,ROU,19414458,2020-10-05,,592.0,Country_Website
Slovakia,SK,SVK,5450421,2020-10-05,279.0,,JRC
Slovenia,SI,SVN,2080908,2020-10-05,107.0,21.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-05,3217.0,,Country_Website
Austria,AT,AUT,8858775,2020-10-04,476.0,103.0,Country_Website
Belgium,BE,BEL,11455519,2020-10-04,866.0,186.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-04,912.0,54.0,External_Github
Croatia,HR,HRV,4076246,2020-10-04,296.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-04,1242.0,265.0,Country_Website
Denmark,DK,DNK,5806081,2020-10-04,105.0,18.0,Country_Website
Estonia,EE,EST,1324820,2020-10-04,41.0,4.0,Country_API
France,FR,FRA,67012883,2020-10-04,6964.0,1335.0,Country_Website
Hungary,HU,HUN,9772756,2020-10-04,685.0,42.0,JRC
Ireland,IE,IRL,4904240,2020-10-04,134.0,21.0,Country_Website
Italy,IT,ITA,60359546,2020-10-04,3590.0,303.0,Country_Github
Latvia,LV,LVA,1919968,2020-10-04,26.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-04,21.0,2.0,Country_Website
Netherlands,NL,NLD,17282163,2020-10-04,,202.0,Other Website
Poland,PL,POL,37972812,2020-10-04,2977.0,,Country_Website
Portugal,PT,PRT,10276617,2020-10-04,682.0,105.0,Country_Website
Romania,RO,ROU,19414458,2020-10-04,,598.0,Country_Website
Slovakia,SK,SVK,5450421,2020-10-04,275.0,,JRC
Slovenia,SI,SVN,2080908,2020-10-04,101.0,16.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-04,2913.0,,Country_Website
Austria,AT,AUT,8858775,2020-10-03,494.0,97.0,Country_Website
Belgium,BE,BEL,11455519,2020-10-03,819.0,185.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-03,887.0,50.0,External_Github
Croatia,HR,HRV,4076246,2020-10-03,289.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-03,1182.0,274.0,Country_Website
Denmark,DK,DNK,5806081,2020-10-03,105.0,17.0,Country_Website
Estonia,EE,EST,1324820,2020-10-03,41.0,4.0,Country_API
France,FR,FRA,67012883,2020-10-03,6740.0,1289.0,Country_Website
Hungary,HU,HUN,9772756,2020-10-03,704.0,43.0,JRC
Ireland,IE,IRL,4904240,2020-10-03,120.0,20.0,Country_Website
Italy,IT,ITA,60359546,2020-10-03,3502.0,297.0,Country_Github
Latvia,LV,LVA,1919968,2020-10-03,24.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-03,21.0,2.0,Country_Website
Netherlands,NL,NLD,17282163,2020-10-03,,189.0,Other Website
Poland,PL,POL,37972812,2020-10-03,2850.0,,Country_Website
Portugal,PT,PRT,10276617,2020-10-03,668.0,106.0,Country_Website
Romania,RO,ROU,19414458,2020-10-03,,583.0,Country_Website
Slovakia,SK,SVK,5450421,2020-10-03,275.0,,JRC
Slovenia,SI,SVN,2080908,2020-10-03,94.0,15.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-03,2734.0,,Country_Website
Austria,AT,AUT,8858775,2020-10-02,472.0,100.0,Country_Website
Belgium,BE,BEL,11455519,2020-10-02,789.0,163.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-02,857.0,47.0,External_Github
Croatia,HR,HRV,4076246,2020-10-02,286.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-02,1198.0,245.0,Country_Website
Denmark,DK,DNK,5806081,2020-10-02,106.0,13.0,Country_Website
Estonia,EE,EST,1324820,2020-10-02,37.0,2.0,Country_API
Finland,FI,FIN,5517919,2020-10-02,21.0,4.0,External_Github
France,FR,FRA,67012883,2020-10-02,6740.0,1270.0,Country_Website
Hungary,HU,HUN,9772756,2020-10-02,740.0,47.0,JRC
Ireland,IE,IRL,4904240,2020-10-02,117.0,21.0,Country_Website
Italy,IT,ITA,60359546,2020-10-02,3436.0,294.0,Country_Github
Latvia,LV,LVA,1919968,2020-10-02,22.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-02,20.0,4.0,Country_Website
Netherlands,NL,NLD,17282163,2020-10-02,,181.0,Other Website
Norway,NO,NOR,5328212,2020-10-02,27.0,,Country_API
Poland,PL,POL,37972812,2020-10-02,2702.0,,Country_Website
Portugal,PT,PRT,10276617,2020-10-02,682.0,107.0,Country_Website
Romania,RO,ROU,19414458,2020-10-02,,571.0,Country_Website
Slovakia,SK,SVK,5450421,2020-10-02,251.0,,JRC
Slovenia,SI,SVN,2080908,2020-10-02,86.0,15.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-02,2593.0,,Country_Website
Austria,AT,AUT,8858775,2020-10-01,493.0,98.0,Country_Website
Belgium,BE,BEL,11455519,2020-10-01,771.0,156.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-10-01,837.0,44.0,External_Github
Croatia,HR,HRV,4076246,2020-10-01,297.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-10-01,1134.0,221.0,Country_Website
Denmark,DK,DNK,5806081,2020-10-01,109.0,15.0,Country_Website
Estonia,EE,EST,1324820,2020-10-01,37.0,2.0,Country_API
France,FR,FRA,67012883,2020-10-01,6634.0,1259.0,Country_Website
Hungary,HU,HUN,9772756,2020-10-01,757.0,52.0,JRC
Ireland,IE,IRL,4904240,2020-10-01,122.0,20.0,Country_Website
Italy,IT,ITA,60359546,2020-10-01,3388.0,291.0,Country_Github
Latvia,LV,LVA,1919968,2020-10-01,21.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-10-01,20.0,3.0,Country_Website
Netherlands,NL,NLD,17282163,2020-10-01,,181.0,Other Website
Norway,NO,NOR,5328212,2020-10-01,25.0,,Country_API
Poland,PL,POL,37972812,2020-10-01,2560.0,,Country_Website
Portugal,PT,PRT,10276617,2020-10-01,682.0,107.0,Country_Website
Romania,RO,ROU,19414458,2020-10-01,,557.0,Country_Website
Slovakia,SK,SVK,5450421,2020-10-01,254.0,,JRC
Slovenia,SI,SVN,2080908,2020-10-01,86.0,15.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-10-01,2481.0,,Country_Website
Austria,AT,AUT,8858775,2020-09-30,496.0,90.0,Country_Website
Belgium,BE,BEL,11455519,2020-09-30,739.0,157.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-30,814.0,44.0,External_Github
Croatia,HR,HRV,4076246,2020-09-30,288.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-30,1028.0,198.0,Country_Website
Denmark,DK,DNK,5806081,2020-09-30,102.0,15.0,Country_Website
Estonia,EE,EST,1324820,2020-09-30,37.0,2.0,Country_API
Finland,FI,FIN,5517919,2020-09-30,19.0,4.0,External_Github
France,FR,FRA,67012883,2020-09-30,6572.0,1232.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-30,773.0,54.0,JRC
Ireland,IE,IRL,4904240,2020-09-30,122.0,22.0,Country_Website
Italy,IT,ITA,60359546,2020-09-30,3327.0,280.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-30,19.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-30,30.0,5.0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-30,,175.0,Other Website
Norway,NO,NOR,5328212,2020-09-30,28.0,,Country_API
Poland,PL,POL,37972812,2020-09-30,2481.0,,Country_Website
Portugal,PT,PRT,10276617,2020-09-30,666.0,105.0,Country_Website
Romania,RO,ROU,19414458,2020-09-30,,550.0,Country_Website
Slovakia,SK,SVK,5450421,2020-09-30,254.0,,JRC
Slovenia,SI,SVN,2080908,2020-09-30,86.0,16.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-30,2420.0,,Country_Website
Austria,AT,AUT,8858775,2020-09-29,491.0,90.0,Country_Website
Belgium,BE,BEL,11455519,2020-09-29,716.0,150.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-29,780.0,42.0,External_Github
Croatia,HR,HRV,4076246,2020-09-29,274.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-29,976.0,202.0,Country_Website
Denmark,DK,DNK,5806081,2020-09-29,107.0,15.0,Country_Website
Estonia,EE,EST,1324820,2020-09-29,35.0,2.0,Country_API
France,FR,FRA,67012883,2020-09-29,6482.0,1198.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-29,755.0,51.0,JRC
Ireland,IE,IRL,4904240,2020-09-29,117.0,18.0,Country_Website
Italy,IT,ITA,60359546,2020-09-29,3319.0,271.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-29,16.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-29,30.0,5.0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-29,,171.0,Other Website
Norway,NO,NOR,5328212,2020-09-29,24.0,,Country_API
Poland,PL,POL,37972812,2020-09-29,2399.0,,Country_Website
Portugal,PT,PRT,10276617,2020-09-29,661.0,99.0,Country_Website
Romania,RO,ROU,19414458,2020-09-29,,551.0,Country_Website
Slovakia,SK,SVK,5450421,2020-09-29,222.0,,JRC
Slovenia,SI,SVN,2080908,2020-09-29,84.0,16.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-29,2316.0,,Country_Website
Austria,AT,AUT,8858775,2020-09-28,469.0,88.0,Country_Website
Belgium,BE,BEL,11455519,2020-09-28,708.0,140.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-28,794.0,41.0,External_Github
Croatia,HR,HRV,4076246,2020-09-28,291.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-28,825.0,187.0,Country_Website
Denmark,DK,DNK,5806081,2020-09-28,110.0,17.0,Country_Website
Estonia,EE,EST,1324820,2020-09-28,36.0,2.0,Country_API
Finland,FI,FIN,5517919,2020-09-28,22.0,4.0,External_Github
France,FR,FRA,67012883,2020-09-28,6397.0,1158.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-28,693.0,44.0,JRC
Ireland,IE,IRL,4904240,2020-09-28,111.0,17.0,Country_Website
Italy,IT,ITA,60359546,2020-09-28,3241.0,264.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-28,11.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-28,34.0,4.0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-28,,163.0,Other Website
Norway,NO,NOR,5328212,2020-09-28,21.0,,Country_API
Poland,PL,POL,37972812,2020-09-28,2305.0,,Country_Website
Portugal,PT,PRT,10276617,2020-09-28,659.0,98.0,Country_Website
Romania,RO,ROU,19414458,2020-09-28,,557.0,Country_Website
Slovakia,SK,SVK,5450421,2020-09-28,197.0,,JRC
Slovenia,SI,SVN,2080908,2020-09-28,79.0,16.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-28,2298.0,,Country_Website
Austria,AT,AUT,8858775,2020-09-27,446.0,84.0,Country_Website
Belgium,BE,BEL,11455519,2020-09-27,654.0,135.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-27,791.0,36.0,External_Github
Croatia,HR,HRV,4076246,2020-09-27,280.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-27,820.0,187.0,Country_Website
Denmark,DK,DNK,5806081,2020-09-27,95.0,17.0,Country_Website
Estonia,EE,EST,1324820,2020-09-27,32.0,1.0,Country_API
France,FR,FRA,67012883,2020-09-27,6235.0,1112.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-27,620.0,38.0,JRC
Ireland,IE,IRL,4904240,2020-09-27,108.0,17.0,Country_Website
Italy,IT,ITA,60359546,2020-09-27,3100.0,254.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-27,7.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-27,36.0,3.0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-27,,155.0,Other Website
Poland,PL,POL,37972812,2020-09-27,2223.0,,Country_Website
Portugal,PT,PRT,10276617,2020-09-27,635.0,89.0,Country_Website
Romania,RO,ROU,19414458,2020-09-27,,535.0,Country_Website
Slovakia,SK,SVK,5450421,2020-09-27,199.0,,JRC
Slovenia,SI,SVN,2080908,2020-09-27,80.0,17.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-27,2088.0,,Country_Website
Austria,AT,AUT,8858775,2020-09-26,423.0,80.0,Country_Website
Belgium,BE,BEL,11455519,2020-09-26,626.0,120.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-26,782.0,36.0,External_Github
Croatia,HR,HRV,4076246,2020-09-26,271.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-26,802.0,181.0,Country_Website
Denmark,DK,DNK,5806081,2020-09-26,97.0,17.0,Country_Website
Estonia,EE,EST,1324820,2020-09-26,30.0,1.0,Country_API
France,FR,FRA,67012883,2020-09-26,6154.0,1105.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-26,589.0,36.0,JRC
Ireland,IE,IRL,4904240,2020-09-26,102.0,18.0,Country_Website
Italy,IT,ITA,60359546,2020-09-26,2993.0,247.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-26,5.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-26,30.0,3.0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-26,,143.0,Other Website
Poland,PL,POL,37972812,2020-09-26,2134.0,,Country_Website
Portugal,PT,PRT,10276617,2020-09-26,615.0,85.0,Country_Website
Romania,RO,ROU,19414458,2020-09-26,,512.0,Country_Website
Slovakia,SK,SVK,5450421,2020-09-26,185.0,,JRC
Slovenia,SI,SVN,2080908,2020-09-26,72.0,17.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-26,1940.0,,Country_Website
Austria,AT,AUT,8858775,2020-09-25,411.0,78.0,Country_Website
Belgium,BE,BEL,11455519,2020-09-25,620.0,109.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-25,744.0,30.0,External_Github
Croatia,HR,HRV,4076246,2020-09-25,273.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-25,809.0,168.0,Country_Website
Denmark,DK,DNK,5806081,2020-09-25,101.0,16.0,Country_Website
Estonia,EE,EST,1324820,2020-09-25,30.0,1.0,Country_API
Finland,FI,FIN,5517919,2020-09-25,21.0,2.0,External_Github
France,FR,FRA,67012883,2020-09-25,6110.0,1092.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-25,577.0,30.0,JRC
Ireland,IE,IRL,4904240,2020-09-25,100.0,17.0,Country_Website
Italy,IT,ITA,60359546,2020-09-25,2981.0,244.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-25,9.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-25,25.0,1.0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-25,,139.0,Other Website
Norway,NO,NOR,5328212,2020-09-25,19.0,,Country_API
Poland,PL,POL,37972812,2020-09-25,1995.0,,Country_Website
Portugal,PT,PRT,10276617,2020-09-25,624.0,86.0,Country_Website
Romania,RO,ROU,19414458,2020-09-25,,508.0,Country_Website
Slovakia,SK,SVK,5450421,2020-09-25,160.0,,JRC
Slovenia,SI,SVN,2080908,2020-09-25,60.0,15.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-25,1923.0,,Country_Website
Austria,AT,AUT,8858775,2020-09-24,422.0,78.0,Country_Website
Belgium,BE,BEL,11455519,2020-09-24,602.0,104.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-24,726.0,29.0,External_Github
Croatia,HR,HRV,4076246,2020-09-24,266.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-24,740.0,151.0,Country_Website
Denmark,DK,DNK,5806081,2020-09-24,95.0,14.0,Country_Website
Estonia,EE,EST,1324820,2020-09-24,30.0,2.0,Country_API
France,FR,FRA,67012883,2020-09-24,6012.0,1041.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-24,549.0,32.0,JRC
Ireland,IE,IRL,4904240,2020-09-24,94.0,16.0,Country_Website
Italy,IT,ITA,60359546,2020-09-24,2977.0,246.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-24,7.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-24,19.0,1.0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-24,,125.0,Other Website
Norway,NO,NOR,5328212,2020-09-24,24.0,,Country_API
Poland,PL,POL,37972812,2020-09-24,1964.0,,Country_Website
Portugal,PT,PRT,10276617,2020-09-24,588.0,85.0,Country_Website
Romania,RO,ROU,19414458,2020-09-24,,506.0,Country_Website
Slovakia,SK,SVK,5450421,2020-09-24,141.0,,JRC
Slovenia,SI,SVN,2080908,2020-09-24,63.0,13.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-24,1756.0,,Country_Website
Austria,AT,AUT,8858775,2020-09-23,413.0,77.0,Country_Website
Belgium,BE,BEL,11455519,2020-09-23,550.0,95.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-23,716.0,31.0,External_Github
Croatia,HR,HRV,4076246,2020-09-23,278.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-23,670.0,131.0,Country_Website
Denmark,DK,DNK,5806081,2020-09-23,78.0,15.0,Country_Website
Estonia,EE,EST,1324820,2020-09-23,31.0,3.0,Country_API
Finland,FI,FIN,5517919,2020-09-23,22.0,4.0,External_Github
France,FR,FRA,67012883,2020-09-23,5913.0,995.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-23,558.0,35.0,JRC
Ireland,IE,IRL,4904240,2020-09-23,90.0,17.0,Country_Website
Italy,IT,ITA,60359546,2020-09-23,2902.0,244.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-23,9.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-23,26.0,3.0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-23,,118.0,Other Website
Norway,NO,NOR,5328212,2020-09-23,19.0,,Country_API
Poland,PL,POL,37972812,2020-09-23,1971.0,,Country_Website
Portugal,PT,PRT,10276617,2020-09-23,571.0,77.0,Country_Website
Romania,RO,ROU,19414458,2020-09-23,,498.0,Country_Website
Slovakia,SK,SVK,5450421,2020-09-23,143.0,,JRC
Slovenia,SI,SVN,2080908,2020-09-23,65.0,10.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-23,1651.0,,Country_Website
Austria,AT,AUT,8858775,2020-09-22,390.0,75.0,Country_Website
Belgium,BE,BEL,11455519,2020-09-22,505.0,94.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-22,714.0,33.0,External_Github
Croatia,HR,HRV,4076246,2020-09-22,278.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-22,628.0,120.0,Country_Website
Denmark,DK,DNK,5806081,2020-09-22,79.0,14.0,Country_Website
Estonia,EE,EST,1324820,2020-09-22,27.0,3.0,Country_API
France,FR,FRA,67012883,2020-09-22,5777.0,944.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-22,534.0,36.0,JRC
Ireland,IE,IRL,4904240,2020-09-22,94.0,16.0,Country_Website
Italy,IT,ITA,60359546,2020-09-22,2843.0,239.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-22,10.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-22,23.0,1.0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-22,,111.0,Other Website
Norway,NO,NOR,5328212,2020-09-22,21.0,,Country_API
Portugal,PT,PRT,10276617,2020-09-22,546.0,70.0,Country_Website
Romania,RO,ROU,19414458,2020-09-22,,496.0,Country_Website
Slovakia,SK,SVK,5450421,2020-09-22,140.0,,JRC
Slovenia,SI,SVN,2080908,2020-09-22,71.0,13.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-22,1573.0,,Country_Website
Austria,AT,AUT,8858775,2020-09-21,364.0,67.0,Country_Website
Belgium,BE,BEL,11455519,2020-09-21,490.0,87.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-21,718.0,35.0,External_Github
Croatia,HR,HRV,4076246,2020-09-21,297.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-21,581.0,115.0,Country_Website
Denmark,DK,DNK,5806081,2020-09-21,75.0,12.0,Country_Website
Estonia,EE,EST,1324820,2020-09-21,32.0,5.0,Country_API
Finland,FI,FIN,5517919,2020-09-21,19.0,2.0,External_Github
France,FR,FRA,67012883,2020-09-21,5597.0,912.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-21,463.0,35.0,JRC
Ireland,IE,IRL,4904240,2020-09-21,90.0,17.0,Country_Website
Italy,IT,ITA,60359546,2020-09-21,2707.0,232.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-21,12.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-21,20.0,1.0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-21,,103.0,Other Website
Norway,NO,NOR,5328212,2020-09-21,23.0,,Country_API
Poland,PL,POL,37972812,2020-09-21,1979.0,,Country_Website
Portugal,PT,PRT,10276617,2020-09-21,518.0,61.0,Country_Website
Romania,RO,ROU,19414458,2020-09-21,,464.0,Country_Website
Slovakia,SK,SVK,5450421,2020-09-21,121.0,,JRC
Slovenia,SI,SVN,2080908,2020-09-21,70.0,15.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-21,1499.0,,Country_Website
Austria,AT,AUT,8858775,2020-09-20,341.0,68.0,Country_Website
Belgium,BE,BEL,11455519,2020-09-20,432.0,77.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-20,723.0,37.0,External_Github
Croatia,HR,HRV,4076246,2020-09-20,281.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-20,535.0,110.0,Country_Website
Denmark,DK,DNK,5806081,2020-09-20,67.0,9.0,Country_Website
Estonia,EE,EST,1324820,2020-09-20,22.0,5.0,Country_API
France,FR,FRA,67012883,2020-09-20,5356.0,834.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-20,404.0,32.0,JRC
Ireland,IE,IRL,4904240,2020-09-20,82.0,16.0,Country_Website
Italy,IT,ITA,60359546,2020-09-20,2587.0,222.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-20,12.0,,Country_Website
Luxembourg,LU,LUX,613894,2020-09-20,21.0,1.0,Country_Website
Netherlands,NL,NLD,17282163,2020-09-20,,94.0,Other Website
Poland,PL,POL,37972812,2020-09-20,1985.0,,Country_Website
Portugal,PT,PRT,10276617,2020-09-20,511.0,63.0,Country_Website
Romania,RO,ROU,19414458,2020-09-20,,470.0,Country_Website
Slovakia,SK,SVK,5450421,2020-09-20,120.0,,JRC
Slovenia,SI,SVN,2080908,2020-09-20,66.0,13.0,Country_Github
United Kingdom,UK,GBR,66647112,2020-09-20,1345.0,,Country_Website
Austria,AT,AUT,8858775,2020-09-19,349.0,84.0,Country_Website
Belgium,BE,BEL,11455519,2020-09-19,421.0,78.0,Country_Website
Bulgaria,BG,BGR,7000039,2020-09-19,728.0,34.0,External_Github
Croatia,HR,HRV,4076246,2020-09-19,288.0,,Country_Website
Czechia,CZ,CZE,10649800,2020-09-19,503.0,87.0,Country_Website
Denmark,DK,DNK,5806081,2020-09-19,62.0,4.0,Country_Website
Estonia,EE,EST,1324820,2020-09-19,22.0,5.0,Country_API
France,FR,FRA,67012883,2020-09-19,5493.0,827.0,Country_Website
Hungary,HU,HUN,9772756,2020-09-19,386.0,30.0,JRC
Ireland,IE,IRL,4904240,2020-09-19,74.0,16.0,Country_Website
Italy,IT,ITA,60359546,2020-09-19,2595.0,215.0,Country_Github
Latvia,LV,LVA,1919968,2020-09-19,8.0,,Country_Website
