country,country_code_2_digit,country_code_3_digit,population,cases_count,deaths_count,reported_date,source
Croatia,HR,HRV,4076246,146,2,2020-09-01,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,745,73,2020-05-07,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,147,2,2020-09-09,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,2020-01-29,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,0,0,2020-02-22,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,116,8,2020-05-04,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,118,5,2020-07-08,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,2020-04-13,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,0,2020-02-22,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,115,0,2020-03-19,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,161,16,2020-05-12,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,6,0,2020-05-21,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,77,2,2020-09-06,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2020-08-12,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,0,0,2020-02-07,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,2020-01-15,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,729,165,2020-04-22,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,0,0,2020-01-25,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,196,1,2020-08-19,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,916,1,2020-10-14,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,2020-02-19,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,526,5,2020-10-14,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,2,0,2020-05-25,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,0,0,2020-01-17,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,2020-01-13,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-06-24,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,0,2020-02-13,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,182,5,2020-09-24,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,6,0,2020-03-02,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,10,0,2020-07-14,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-01-03,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,227,8,2020-07-05,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,496,16,2020-07-28,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,0,2020-02-03,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,5,0,2020-05-15,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,4,0,2020-06-18,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,0,0,2020-02-20,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,6,0,2020-06-10,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,286,0,2020-03-15,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,37,0,2020-04-21,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,7600,95,2020-06-23,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,33,1,2020-04-24,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,0,0,2020-02-01,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,0,2020-02-23,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,0,0,2020-07-22,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,1,0,2020-03-29,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,11,0,2020-06-07,"Epidemic intelligence, national daily data"
Germany,DE,DEU,83019213,2089,11,2020-09-29,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,564,3,2020-06-27,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-01-30,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,0,0,2020-02-01,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,532,16,2020-09-03,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,951,5,2020-05-10,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,341,4,2020-07-07,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,467,17,2020-10-13,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,1392,15,2020-07-30,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,16297,54,2020-10-23,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,4,0,2020-07-27,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,0,0,2020-01-02,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,0,0,2020-01-20,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,8,1,2020-05-16,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,172,2,2020-09-13,"Epidemic intelligence, national daily data"
Cyprus,CY,CYP,875899,0,0,2020-02-27,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,4311,17,2020-10-13,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,64,0,2020-03-22,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,2,0,2020-09-02,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,8,0,2020-07-03,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,2020-01-27,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,541,30,2020-07-01,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,182,21,2020-07-02,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,142,3,2020-08-29,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,856,17,2020-07-24,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,290,3,2020-08-08,"Epidemic intelligence, national daily data"
Malta,MT,MLT,493559,121,0,2020-10-24,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,210,11,2020-04-10,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,20,0,2020-09-02,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,0,0,2020-01-24,"Epidemic intelligence, national daily data"
Belgium,BE,BEL,11455519,110,0,2020-03-07,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,2020-03-10,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,316,0,2020-03-18,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,332,9,2020-07-25,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,1967,30,2020-10-02,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,28,0,2020-03-24,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,861,4,2020-05-06,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2020-10-18,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,754,61,2020-05-13,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2582,0,2020-09-10,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,324,3,2020-07-28,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2020-07-02,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,1,0,2020-06-26,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-01-26,"Epidemic intelligence, national daily data"
Gibraltar,GI,GIB,33691,0,0,2020-01-10,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,0,0,2020-01-25,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,16,0,2020-07-30,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,142,5,2020-06-08,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,397,78,2020-05-27,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,163,4,2020-09-11,"Epidemic intelligence, national daily data"
Hungary,HU,HUN,9772756,0,0,2020-01-28,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,0,0,2020-01-15,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,641,21,2020-07-16,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,694,8,2020-07-04,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-02-09,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,60,0,2020-08-24,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,3,0,2020-10-05,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,182,0,2020-08-09,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,23,0,2020-05-31,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,8,0,2020-06-19,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,210,15,2020-06-06,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-08-27,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,2020-01-28,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,624,7,2020-08-10,"Epidemic intelligence, national daily data"
Switzerland,CH,CHE,8544527,821,19,2020-04-06,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,204,3,2020-09-14,"Epidemic intelligence, national daily data"
Kosovo,,,1798506,237,5,2020-07-26,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,2020-01-09,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,425,8,2020-06-16,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,0,2020-02-02,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,123,5,2020-09-05,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1562,15,2020-06-15,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,0,0,2020-02-08,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-08-12,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,389,13,2020-10-10,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,33,0,2020-06-17,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,76,2,2020-09-15,"Epidemic intelligence, national daily data"
Ireland,IE,IRL,4904240,32,0,2020-07-15,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,47,0,2020-04-08,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2088,48,2020-09-02,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-07-30,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,698,24,2020-07-12,"Epidemic intelligence, national daily data"
Faroes,,,48865,0,0,2020-04-27,"Epidemic intelligence, national daily data"
Armenia,AM,ARM,2963234,196,3,2020-08-16,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,280,9,2020-07-23,"Epidemic intelligence, national daily data"
Italy,IT,ITA,60359546,159,12,2020-08-04,"Epidemic intelligence, national daily data"
Serbia,RS,SRB,6963764,0,0,2020-02-19,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-06-13,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,0,0,2020-01-23,"Epidemic intelligence, national daily data"
Luxembourg,LU,LUX,613894,11,1,2020-04-14,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,1174,94,2020-04-13,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,360,13,2020-04-18,"Epidemic intelligence, national daily data"
Liechtenstein,LI,LIE,38378,0,0,2020-06-06,"Epidemic intelligence, national daily data"
Faroes,,,48865,1,0,2020-07-08,"Epidemic intelligence, national daily data"
Bulgaria,BG,BGR,7000039,240,5,2020-07-09,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,0,0,2020-01-27,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,7296,47,2020-08-26,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,18,0,2020-03-21,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,19,0,2020-03-13,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,2486,51,2020-09-03,"Epidemic intelligence, national daily data"
Ukraine,UA,UKR,43733759,463,9,2020-06-09,"Epidemic intelligence, national daily data"
Czechia,CZ,CZE,10649800,0,0,2020-02-12,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,771,2,2020-10-20,"Epidemic intelligence, national daily data"
Monaco,MC,MCO,33085,0,0,2020-09-28,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,155,21,2020-04-18,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,143,2,2020-06-15,"Epidemic intelligence, national daily data"
Sweden,SE,SWE,10230185,133,4,2020-09-21,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,59,0,2020-05-24,"Epidemic intelligence, national daily data"
Latvia,LV,LVA,1919968,10,0,2020-09-21,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,62,0,2020-06-21,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,0,2020-02-01,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,401,19,2020-07-06,"Epidemic intelligence, national daily data"
San Marino,SM,SMR,34453,0,0,2020-08-31,"Epidemic intelligence, national daily data"
Norway,NO,NOR,5328212,18,1,2020-05-29,"Epidemic intelligence, national daily data"
Iceland,IS,ISL,356991,1,0,2020-09-13,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,369,3,2020-09-04,"Epidemic intelligence, national daily data"
Isle of Man,,,85032,0,0,2020-06-20,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,0,0,2020-01-23,"Epidemic intelligence, national daily data"
Montenegro,ME,MNE,622182,0,0,2020-02-23,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,0,2020-07-12,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,104,5,2020-07-25,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,460,10,2020-06-26,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,891,14,2020-08-06,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,306,5,2020-09-26,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,0,0,2020-02-11,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,0,0,2020-01-04,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-05-08,"Epidemic intelligence, national daily data"
Azerbaijan,AZ,AZE,10139175,792,8,2020-10-25,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,200,53,2020-05-16,"Epidemic intelligence, national daily data"
the Holy See/ Vatican City State,VA,VAT,809,0,0,2020-07-15,"Epidemic intelligence, national daily data"
Guernsey,GG,GGY,64468,0,0,2020-09-09,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,0,2020-07-27,"Epidemic intelligence, national daily data"
North Macedonia,MK,MKD,2077132,0,0,2020-02-08,"Epidemic intelligence, national daily data"
Denmark,DK,DNK,5806081,247,14,2020-04-02,"Epidemic intelligence, national daily data"
Poland,PL,POL,37972812,1136,25,2020-09-25,"Epidemic intelligence, national daily data"
Lithuania,LT,LTU,2794184,6,0,2020-05-12,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,43,0,2020-08-09,"Epidemic intelligence, national daily data"
Spain,ES,ESP,46937060,3818,585,2020-04-17,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,15,0,2020-06-24,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,52,0,2020-07-08,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,72,2,2020-05-03,"Epidemic intelligence, national daily data"
Turkey,TR,TUR,82003882,1649,56,2020-10-11,"Epidemic intelligence, national daily data"
Austria,AT,AUT,8858775,0,0,2020-01-06,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,0,0,2020-02-11,"Epidemic intelligence, national daily data"
Croatia,HR,HRV,4076246,1563,13,2020-10-23,"Epidemic intelligence, national daily data"
Portugal,PT,PRT,10276617,1208,16,2020-10-14,"Epidemic intelligence, national daily data"
Belarus,BY,BLR,9449321,0,0,2020-02-11,"Epidemic intelligence, national daily data"
Finland,FI,FIN,5517919,26,0,2020-06-02,"Epidemic intelligence, national daily data"
Slovakia,SK,SVK,5450421,4,0,2020-05-14,"Epidemic intelligence, national daily data"
Moldova,MD,MDA,4033963,70,1,2020-04-02,"Epidemic intelligence, national daily data"
Bosnia and Herzegovina,BA,BIH,3280815,0,0,2020-02-20,"Epidemic intelligence, national daily data"
France,FR,FRA,67012883,0,0,2020-02-11,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,523,7,2020-10-12,"Epidemic intelligence, national daily data"
Andorra,AD,AND,76177,0,0,2020-10-11,"Epidemic intelligence, national daily data"
Greece,EL,GRC,10724599,0,0,2020-01-25,"Epidemic intelligence, national daily data"
Albania,AL,ALB,2862427,306,4,2020-10-24,"Epidemic intelligence, national daily data"
Slovenia,SI,SVN,2080908,6,0,2020-06-26,"Epidemic intelligence, national daily data"
Russia,RU,RUS,145934460,0,0,2020-02-14,"Epidemic intelligence, national daily data"
United Kingdom,UK,GBR,66647112,16981,67,2020-10-19,"Epidemic intelligence, national daily data"
Romania,RO,ROU,19414458,0,0,2020-02-11,"Epidemic intelligence, national daily data"
Netherlands,NL,NLD,17282163,0,0,2020-01-12,"Epidemic intelligence, national daily data"
Estonia,EE,EST,1324820,32,0,2020-09-12,"Epidemic intelligence, national daily data"
Georgia,GE,GEO,3989175,22,0,2020-05-01,"Epidemic intelligence, national daily data"
